Козлова Майя Леонидовна;Березники;бул. Коммуны, д. 9;БАСФ (BASF);Имиджмейкер;+78467683165;valeri2011@gmail.com;1977-11-02;30606
Антонина Никифоровна Кудряшова;Алагир;алл. Заводская, д. 8;Вектрум-К;Декан;+7 260 042 0206;frol08@gmail.com;1995-05-19;93054
Милица Святославовна Орлова;Россошь;пер. 50 лет Октября, д. 59;Корпорация Гринн;Лётчик;8 (093) 964-9189;klavdija1995@mail.ru;2002-03-25;48961
Беляков Ювеналий Фёдорович;Гатчина;алл. Тополиная, д. 423 стр. 717;Мособлгаз;Сексолог;8 361 354 4566;novikovisa@hotmail.com;1963-06-24;108127
Наумов Орест Исидорович;Крымск;пр. Прудовой, д. 5/6 к. 2/9;Верный;Воспитатель;+7 344 821 44 56;konstantinovaoksana@rambler.ru;1961-10-12;122275
Ефимова Татьяна Юрьевна;Апрелевка;бул. Физкультурный, д. 6;Росатом;Оператор ПК;87113848585;ponomarevauljana@yandex.ru;1975-03-10;96396
Светлана Аскольдовна Исакова;Шенкурск;пр. Новостройка, д. 1 к. 957;Нефтехимремстрой;Табунщик;+7 (648) 800-72-34;arhipovstojan@hotmail.com;1979-05-27;37163
Моисеева Лариса Тимофеевна;Екатеринбург;ул. Советов, д. 2/6 к. 5/8;ТМК;Каптенармус;+7 (634) 626-6205;wjakovlev@gmail.com;1981-01-06;157748
Лихачев Мечислав Юльевич;Печенга;пер. Докучаева, д. 6/5 стр. 2/6;Втормет;Хлопокороб;80939255145;rjurikmoiseev@mail.ru;2001-03-15;33914
Баранова Александра Ефимовна;Эльбрус;ш. Прохладное, д. 4 стр. 446;Трест КХМ;Антрополог;+7 (351) 647-1224;aristarh68@gmail.com;1976-02-09;30740
Романова Раиса Матвеевна;Аша;пр. Ермака, д. 808 к. 5/7;ТД Агроторг;Оператор кино и телевидения;+7 (531) 030-3405;samolovsaveli@gmail.com;2001-05-17;192989
Людмила Вячеславовна Мартынова;Пушкин;ш. Донское, д. 2 стр. 135;Московский аэропорт Домодедово;Хлебопёк;8 493 873 4492;valerija31@hotmail.com;1955-12-07;98792
Емельян Арсенович Абрамов;Шерегеш;пр. Владимирский, д. 8/3 к. 41;Мазда Соллерс Мануфэкчуринг Рус;Дерматолог;83634734964;komarovapraskovja@hotmail.com;2001-07-06;175043
Хохлов Мина Адрианович;Брянск;наб. Санаторная, д. 2 стр. 8;Независимая энергосбытовая компания Краснодарского края;Геодезист;+79975894506;andre2006@yandex.ru;1977-10-06;104030
Филатов Лазарь Ермолаевич;Тольятти;бул. Панфилова, д. 2 стр. 261;ВымпелКом;Антрополог;8 (713) 316-13-87;evsekomarov@gmail.com;1957-03-06;115038
Маслова Юлия Борисовна;Голицыно;ул. Центральная, д. 361 к. 40;Полюс;Машинист локомотива;+7 699 552 45 78;sokolovatatjana@gmail.com;1968-11-28;87528
Кира Наумовна Королева;Россошь;ш. Владимирское, д. 3 стр. 4;Гленкор Агро Мзк (Firada);Пастух;8 (751) 501-16-23;bronislav13@yahoo.com;1979-02-21;168976
Прокл Игнатович Сорокин;Когалым;ул. Пролетарская, д. 153 стр. 701;Металлокомплект-М;Кладовщик;88905047777;pankrati1975@mail.ru;1996-06-29;53935
Ларионова Василиса Анатольевна;Каменск-Уральский;алл. Новоселов, д. 6 к. 3;Скания-Русь (Scania);Ректор;+7 998 975 79 56;dementiponomarev@yandex.ru;1953-03-06;89784
Ираклий Устинович Родионов;Уэлен;алл. Гончарова, д. 58;Уральские авиалинии;Борт-радист;8 472 681 53 67;juliborisov@yahoo.com;1979-07-08;155760
Нина Семеновна Шилова;Смирных;ул. Победа, д. 161 стр. 530;Евроцемент груп;Жиловщик/Обвальщик;+7 519 659 21 05;kononovmakar@mail.ru;1986-11-20;87627
Сазонова Фёкла Егоровна;Кош-Агач;наб. Приозерная, д. 9/8 стр. 5/7;Сталепромышленная компания;Инженер;+7 393 743 49 21;rubenseleznev@yahoo.com;2001-12-31;172640
Федосеев Адам Ефимьевич;Нарым;наб. Тополиная, д. 310 стр. 2/3;Группа М.Видео-Эльдорадо;Штукатур;+7 789 293 3543;arseni_66@yandex.ru;1981-07-28;102690
Зинаида Эдуардовна Виноградова;Кетченеры;пер. Студенческий, д. 139 стр. 1;Берлин-Хеми А. Менарини (Berlin Chemie);Дизайнер рекламы;8 836 290 62 65;kovalevavgust@yandex.ru;1969-03-20;198063
Потапов Устин Жоресович;Тамбей;бул. Ленинградский, д. 3 стр. 2/6;ТОАЗ;Сметчик;8 282 656 9093;dementialeksandrov@gmail.com;1965-03-07;56908
Аполлинарий Евстигнеевич Колесников;Рославль;алл. Коммунальная, д. 858 стр. 864;Росморпорт;Орнитолог;+78097622470;wpetuhova@hotmail.com;1977-08-03;195773
Антип Демидович Беспалов;Курганинск;алл. Пархоменко, д. 19 к. 84;АвтоГермес;Старшина;8 019 793 21 13;abramovmilan@rambler.ru;1997-12-17;75924
Кулагин Ипат Дорофеевич;Зарайск;пер. Красноармейский, д. 7/7;Нефтетранссервис;Сексопатолог;8 (696) 979-9035;porfirilitkin@yahoo.com;1976-02-09;114295
Туров Радован Тимурович;Елабуга;бул. К.Маркса, д. 112 стр. 7;Фармперспектива;Бухгалтер;+7 (605) 491-62-32;ljubosmisl2009@rambler.ru;1983-09-14;34529
Чернов Всеволод Артурович;Нижний Новгород;пр. Ивановский, д. 7 стр. 563;Роберт Бош (Robert Bosch);Врач УЗ-диагностики;+73726761103;emilija_28@gmail.com;1989-01-03;69348
Уварова Вера Семеновна;Избербаш;ул. Ленская, д. 9/7 стр. 524;Восточная техника (Vost-Tech);Эндоскопист;8 392 095 05 96;martin_22@yahoo.com;1952-05-02;145524
Федосеев Роман Егорович;Апатиты;ул. Чернышевского, д. 3/9 к. 16;Леруа Мерлен Восток (Leroi Merlin);Лифтёр;+7 577 637 04 13;dveselova@gmail.com;2002-11-01;20824
Орлова Ираида Эдуардовна;Бодайбо;пр. Запрудный, д. 2/1 к. 1;Российские железные дороги;Кок;82461297523;fstepanov@mail.ru;2002-01-21;158088
Ипат Измаилович Гусев;Щельяюр;ул. Тургенева, д. 7 к. 4;Вайлдберриз;Футуролог;83839785027;olimpivlasov@yandex.ru;1959-09-27;120094
Лыткина Милица Святославовна;Чита;ул. Школьная, д. 8/5 стр. 10;Берлин-Хеми А. Менарини (Berlin Chemie);Брокер;+7 (297) 199-4420;kulikovvitali@yahoo.com;1991-02-24;154535
Артемьева Вера Макаровна;Саратов;ул. Пушкинская, д. 7/7;Петропавловск;Оператор коллцентра;+7 810 047 0633;konovalovaija@mail.ru;1964-07-07;61607
Валерия Олеговна Потапова;Лянтор;пр. Халтурина, д. 2 стр. 508;Таркетт Рус (Tarkett);Аккумуляторщик;+7 476 563 97 50;vladimirovserge@rambler.ru;1984-05-10;115029
Лора Валентиновна Никифорова;Луга;ш. Фабричное, д. 9 к. 8/1;Восточная горнорудная компания;Кинодраматург;87974260850;ladimir89@yandex.ru;1952-06-24;155633
Бажен Ерофеевич Гаврилов;Ямбург;наб. Окружная, д. 721;Группа РТК;Кондуктор;+7 (175) 592-15-88;arhipovagafon@yandex.ru;1979-03-10;39730
Софон Власович Петров;Кирово-Чепецк;алл. Алтайская, д. 75 к. 576;Трансмашхолдинг;Горнострелок;+7 (793) 922-96-61;elise_09@hotmail.com;1965-09-11;172988
Мухина Маргарита Игоревна;Сасово;алл. Тимирязева, д. 4 стр. 363;Гознак;Спортивный врач;8 309 999 5399;markovvsevolod@gmail.com;1954-11-23;66249
Ростислав Фокич Воронов;Озеры;наб. Союзная, д. 61 стр. 40;Военторг;Виноградарь;86647014054;radislavlihachev@rambler.ru;1963-02-19;33713
Белова Полина Натановна;Рославль;ш. Театральное, д. 61 стр. 287;Корпорация Гринн;Оператор ПК;+7 344 399 93 04;umamontov@yahoo.com;2002-03-03;105252
Александров Дорофей Харитонович;Витим;алл. Большевистская, д. 1/1;Остин;Квасник;8 (982) 580-05-11;serge_2008@yandex.ru;1966-11-25;97599
Муравьев Ипатий Владиславович;Троицк (Челяб.);алл. Чернышевского, д. 12 к. 67;Нефтетранссервис;Биофизик;+7 (760) 976-9067;zinovi1995@gmail.com;1971-01-17;177464
Осип Матвеевич Егоров;Когалым;алл. Комарова, д. 6/6;Ситибанк;Промышленный альпинист;8 (948) 815-79-53;lapinborislav@yahoo.com;1985-10-10;125894
Ильина Ульяна Ниловна;Якутск;пер. Космонавтов, д. 8;Группа ГАЗ;Проктолог;8 195 745 66 03;krasilnikovgorde@yahoo.com;1992-01-30;173788
Рыбаков Никита Трифонович;Холмск;алл. Безымянная, д. 672 стр. 606;НПК Объединенная вагонная компания;Военный прокурор;8 (980) 040-5373;fedosi97@mail.ru;1959-08-22;46263
Акулина Ниловна Андреева;Иваново;ул. Чайковского, д. 6 к. 2/8;КДВ Групп;Невропатолог;8 108 860 0018;ermakovstanislav@gmail.com;1989-04-08;21022
Харлампий Гавриилович Игнатов;Ардон;пер. Луговой, д. 33;Совкомфлот;Фотомодель;8 754 769 0253;pahomovaangelina@mail.ru;1998-11-20;35076
Корнилов Милан Ермолаевич;Дубна;пер. Чайковского, д. 7 к. 5/7;Группа Содружество;Таможенник;+7 858 388 23 14;janmedvedev@yahoo.com;1965-03-13;198536
Агафья Тимофеевна Савина;Уренгой;алл. Леваневского, д. 8 стр. 898;Фаберлик;Распиловщик;+7 (184) 780-3908;kotovvalerjan@yandex.ru;1979-08-09;154962
Романова Лукия Федоровна;Арзамас;наб. Фабричная, д. 948 к. 5/6;Салым Петролеум;Сиделка;89014944499;gemeljanov@yandex.ru;1988-01-30;110062
Гришина Ангелина Егоровна;Кулунда;ш. Водопроводное, д. 67 к. 95;Метрострой;Булочник;8 (233) 390-0759;wgromov@hotmail.com;1973-02-21;44694
Новиков Поликарп Матвеевич;Городовиковск;пер. Портовый, д. 84;Сибтрейд;Астрохимик;84130644853;savelevasofija@yandex.ru;1966-01-02;116170
Фадей Демидович Семенов;Александров Гай;наб. Украинская, д. 2 стр. 53;Новосибирскэнергосбыт;Мануалист;+7 349 397 17 56;milenmishin@hotmail.com;1963-06-19;179840
Якуб Ануфриевич Лебедев;Токсово;ш. Театральное, д. 6;Башкирская содовая компания;Ректор;8 (880) 810-8572;nestor2018@rambler.ru;1982-03-29;24370
Матвеева Агата Михайловна;Губкин;пр. Вишневый, д. 66;Марвел КТ;Шифровальщик;+7 (831) 300-5778;sofron_1971@hotmail.com;1964-10-16;44434
Федосий Феофанович Лаврентьев;Валаам;алл. Дальневосточная, д. 45 к. 1/4;Макдоналдc (McDonald`s);Воспитатель;+78836778103;stepan_82@mail.ru;1980-06-20;155163
Глеб Исидорович Михайлов;Октябрьское (Челяб.);ул. Вишневая, д. 927 к. 101;Импэкснефтехим;Почтальон;+7 (190) 326-05-15;isidormaslov@mail.ru;1955-01-21;114906
Орехова Светлана Константиновна;Забайкальск;пр. Первомайский, д. 608;НЗНП;Кузнец;+73034727043;bobilevgerasim@rambler.ru;1995-04-07;190523
Антонина Петровна Лазарева;Шали;ш. Революционное, д. 258;Глория Джинс;Акушер;8 (167) 739-40-23;lemeljanov@yandex.ru;1969-04-09;125779
Юлиан Трифонович Ковалев;Геленджик;ш. Жукова, д. 7/3 к. 178;ТЭК Мосэнерго;Министр;+7 937 883 8014;nonna78@yandex.ru;1970-06-18;47322
Феофан Валерьянович Виноградов;Макаров;пер. Центральный, д. 16 к. 5;Шелл Нефть (Shell);Гематолог;+7 604 406 63 00;darja1982@yahoo.com;1957-11-09;117925
тов. Григорьева Нина Семеновна;Боровск;ул. Петровская, д. 4 к. 9;ВО ЖДТ России;Специалист по клеточным технологиям;86320872340;naumovolimpi@gmail.com;1991-01-30;193796
Елизар Ефстафьевич Архипов;Пинега;пр. Серафимовича, д. 2;Группа О'кей;Композитор;88685047779;ipati75@rambler.ru;2004-03-06;109114
Владимиров Конон Антонович;Усинск;бул. Привокзальный, д. 906 стр. 82;Ренейссанс Хэви Индастрис Ronesans Endustri;Продавец;+7 420 680 4713;solovevaekaterina@hotmail.com;2000-08-16;83154
Акулина Петровна Соболева;Урюпинск;наб. Медицинская, д. 22 стр. 2/2;Мобильные телесистемы;Инженер-лесотехник;8 (230) 142-16-58;alevtina_19@mail.ru;2002-12-20;193396
Василий Адрианович Шилов;Волгоград;ш. Павлова, д. 6 к. 2;Силовые машины;Зенитчик;+7 (760) 051-34-40;nekrasovataisija@rambler.ru;1963-11-01;147220
Крюков Панкратий Юлианович;Торжок;алл. Февральская, д. 2 к. 2/5;En +;Операционист;8 755 373 0566;jshilov@rambler.ru;1990-11-07;169744
Агафонова Анастасия Игоревна;Лагань;ш. 60 лет Октября, д. 8 к. 452;РКЦ Прогресс;Профпатолог;80566896413;vera_2011@gmail.com;1968-12-28;184276
Конон Давыдович Овчинников;Каспийск;бул. Тополиный, д. 8/6 стр. 5;Уральский банк реконструкции и развития;Организатор свадеб;8 577 830 6344;silinmitofan@mail.ru;1995-10-28;162614
Бирюков Михаил Евсеевич;Сунтар;пр. Добролюбова, д. 3;МУМТ (BAT);Инженер по механизации;8 340 184 40 52;odintsovaanzhelika@mail.ru;1969-08-13;126909
Афанасьева Екатерина Владимировна;Усолье Сибирское;пр. Фабричный, д. 8/2;Завод имени Дегтярева;Продюсер;8 922 732 4201;olimpi_1991@gmail.com;1986-12-28;89463
Белозерова Лидия Богдановна;Новороссийск;наб. Лермонтова, д. 6 к. 25;Металлокомплект-М;Биолог;+74210298068;valentin_91@hotmail.com;1982-06-03;59155
Голубев Сильвестр Филимонович;Североморск;наб. Космодемьянской, д. 4/9;Северный ветер;Гранатомётчик;8 (861) 561-00-29;zosima1988@yandex.ru;1988-09-13;28523
Моисеева Жанна Константиновна;Карталы;бул. Пожарского, д. 3/9 стр. 754;Европа;Психоневропатолог;8 964 106 67 46;onufrisuvorov@gmail.com;1962-06-28;195746
Варфоломей Глебович Моисеев;Шереметьево;бул. Культуры, д. 6 стр. 37;ФГ Будущее;Гирудотерапевт;+79467211969;vissarion_1975@rambler.ru;1998-04-29;177678
Суворова Наина Робертовна;Всеволожск;бул. Сплавный, д. 384 к. 72;Новосталь;Парфюмер;8 781 242 23 11;erofekirillov@yandex.ru;1964-07-07;162143
Валентин Борисович Никонов;Тотьма;ш. Флотское, д. 32;Русснефть;Химик-аналитик;8 939 535 4955;kudrjavtsevavde@mail.ru;1955-04-26;45959
Молчанов Аггей Марсович;Заводоуковск;наб. О.Кошевого, д. 1;Ярче!;Метранпаж;+7 (460) 089-5002;terenti_41@gmail.com;1983-07-19;105874
Носкова Пелагея Яковлевна;Аршан (Бурят.);пер. Ветеранов, д. 74 стр. 8;УГС;Кинолог;+7 858 495 7995;firs1970@rambler.ru;2002-01-04;146414
Наумов Константин Венедиктович;Ижевск;наб. Каштановая, д. 12 к. 6;Фирма Агрокомплекс им. Ткачева;Ветеринар;87558848325;ernest20@mail.ru;1960-01-31;53863
Денисов Силантий Елисеевич;Темрюк;бул. Стадионный, д. 387 стр. 119;Такеда Фармасьютикалс (Takeda Pharmaceutical);Комбайнер;+7 (133) 004-5259;averjankolesnikov@hotmail.com;1957-10-09;190923
Панова Анастасия Георгиевна;Листвянка (Иркут.);пр. Пархоменко, д. 55 стр. 15;Группа Нэфис;Экспедитор на дальних поездках;8 533 194 9530;kabanovlavr@mail.ru;1964-11-19;45909
Святополк Гаврилович Щукин;Мыс Шмидта;ш. Угольное, д. 3/5 стр. 605;ОХК Уралхим;Старшина;+7 810 887 69 77;gavrilovvalerjan@yandex.ru;1997-09-13;149065
Рыбакова Виктория Игоревна;Цимлянск;пер. Брянский, д. 2;Силовые машины;Борт-механик;+7 436 204 82 72;shilovratibor@hotmail.com;1965-10-18;185677
Евгения Рудольфовна Сидорова;Курильск;ул. Минская, д. 7/5 к. 4;Мазда Мотор Рус (Mazda);Фрезеровщик;8 407 648 4147;drozdovorest@yandex.ru;1995-02-13;183807
Екатерина Тимофеевна Андреева;Бреды;пер. Сенной, д. 194;Продо;Промышленный альпинист;8 170 907 8019;prohor_1980@gmail.com;1963-12-23;128452
Селезнева Синклитикия Альбертовна;Буйнакск;пр. Новостройка, д. 2/5;Спортмастер;Архитектор;8 970 005 0340;afanasibelozerov@rambler.ru;1988-02-09;187178
Светлана Валериевна Денисова;Псебай;ш. 50 лет ВЛКСМ, д. 794 к. 652;UCL Holding;Телефонист;+7 929 482 47 06;nestor_59@mail.ru;2000-12-09;90717
Степанов Ювеналий Вячеславович;Чермоз;ул. Литейная, д. 4 к. 236;ЭйчПи Инк (HP Inc.);Сметчик;+7 313 513 8920;nekrasovfedor@rambler.ru;1984-12-06;119981
Доронин Владимир Димитриевич;Мончегорск;алл. Буденного, д. 93 стр. 86;Магнолия;Медник;+7 344 151 63 07;akulina08@mail.ru;1975-04-28;107055
Алла Федоровна Петухова;Витим;ш. Курчатова, д. 451 к. 51;Куйбышевазот;Государственный исполнитель;89378391513;shchukinnifont@hotmail.com;1967-01-31;110905
Николаева Иванна Филипповна;Новомичуринск;пер. Советов, д. 1 к. 9/9;Загорский трубный завод;Невропатолог;84801134914;beljaevpankrat@mail.ru;1972-06-26;79722
Овчинникова Екатерина Евгеньевна;Хоста;пер. Поселковый, д. 3/1;Картли;Инженер-лесотехник;8 (308) 810-08-54;mihailjudin@yandex.ru;1966-07-31;159876
Ермолай Витальевич Орехов;Эльбрус;наб. Вавилова, д. 68;ГК Великан;Гастроэнтеролог;+7 (659) 317-80-56;upahomov@yandex.ru;1968-07-18;23550
Феврония Валериевна Щукина;Мелеуз;пер. Щорса, д. 357 стр. 6/9;Загорский трубный завод;Нарколог;+7 (038) 962-7128;kondrati_14@mail.ru;1951-11-08;151578
Епифан Фролович Игнатов;Игнашино;пр. Смоленский, д. 7;Ашан (Auchan);Ревматолог;+7 (241) 351-8219;foti1994@hotmail.com;1971-05-07;75993
Мария Егоровна Исакова;Карачаевск;бул. Ленский, д. 377;Авиакомпания Икар;Табунщик;+7 877 007 11 23;stanislavmatveev@mail.ru;1979-04-29;162381
Любим Владленович Муравьев;Забайкальск;пер. Победа, д. 4/8 стр. 9/9;Ново-Уренгойская газовая компания;Художник по свету;+73902541497;gartemev@yandex.ru;1974-02-01;156611
Ия Ивановна Андреева;Чусовой;ш. Чкалова, д. 14 к. 1/3;Соллерс;Авиадиспетчер;+7 251 007 5615;ibaranov@rambler.ru;1987-01-16;197265
Октябрина Вячеславовна Беляева;Северодвинск;пр. Ленинский, д. 748 стр. 5/6;Восточный экспресс банк;Эпидемиолог;8 (884) 050-6497;apollinarilobanov@mail.ru;1990-01-22;72184
Надежда Оскаровна Громова;Братск;бул. Ягодный, д. 5 стр. 2;Акционерный банк Россия;Пастух;+7 696 544 2194;izinovev@hotmail.com;1953-06-21;147752
Галина Ильинична Блинова;Ербогачен;алл. Кольцевая, д. 20;Металлстандарт;Воздухоплаватель;8 (619) 526-06-27;bsuhanov@mail.ru;1959-12-21;173366
Назаров Тит Анатольевич;Урус-Мартан;ул. Черемушки, д. 270;Техинком;Маляр;8 042 717 1290;odintsovandre@yandex.ru;1956-05-19;45772
Крюков Никандр Тимурович;Иваново;ул. Ильича, д. 8/4;Группа Ренессанс Страхование;Эксперт-криминалист;+78347309482;konstantin_41@mail.ru;1974-06-04;129635
Анна Рубеновна Большакова;Курчатов;наб. О.Кошевого, д. 56;НМЖК;Сурдопедагог;87853962844;strelkovataisija@hotmail.com;1981-12-04;63343
Татьяна Михайловна Федотова;Ахтубинск;бул. Щербакова, д. 7 к. 5;Российская электроника;Фтизиатр;8 (747) 512-3285;kuzmagusev@rambler.ru;1980-11-14;182342
Данила Игоревич Кононов;Новочеркасск;ш. Красноармейское, д. 9/3 к. 7;ТД Ункомтех;Сиделка;8 (720) 573-61-41;zoja2020@hotmail.com;1957-10-15;181552
Савин Радислав Евсеевич;Можайск;ш. Максима Горького, д. 54 к. 6/8;ГК Орими Трэйд;Менеджер по работе с клиентами;+7 (794) 631-35-37;ilja1978@gmail.com;1983-05-20;78063
Гусева Жанна Юльевна;Ростов;ш. Гвардейское, д. 594 к. 396;Объединенные кондитеры;Эндоскопист;+7 (950) 542-79-36;gusevnikita@mail.ru;1980-03-24;64659
Тимофеева Антонина Владимировна;Ногинск (Моск.);бул. Абрикосовый, д. 30;Азур Эйр;Специалист по клеточным технологиям;8 697 184 9706;foma_41@yahoo.com;1965-08-21;189364
Филипп Захарьевич Фокин;Сыктывкар;алл. 40 лет Победы, д. 81 стр. 347;Катерпиллар Евразия (Caterpillar);Астрохимик;8 (000) 911-1909;ignatovaakulina@yandex.ru;2003-10-03;100065
Куликов Андрей Феодосьевич;Воронеж;пр. Ленинградский, д. 27 стр. 285;Полиметалл;Фотограф;8 977 929 62 13;pavel2003@hotmail.com;1977-01-05;90835
Фомичев Порфирий Игоревич;Яшалта;пр. Февральский, д. 36 к. 47;Корпорация Электросевкавмонтаж;Машинистка;8 (808) 086-26-74;utitov@yahoo.com;1985-01-27;194392
Вадим Изотович Новиков;Орел;ул. Большевистская, д. 9 к. 9;СНПХ;Адвокат;8 342 103 7401;olegkozlov@mail.ru;1970-02-27;163010
Чеслав Валентинович Иванов;Лянтор;пер. Сахалинский, д. 946 к. 8/1;Группа Содружество;Химик;8 529 244 0643;leonid_84@yandex.ru;1971-09-19;87653
